"id","facility_id","datim_id","facility_name","facility_state","facility_lga","ip_code","ip_name","patient_count"
406,1752,"MI3hLVjIws5","Murtala Mohammed Specialist Hospital","Kano","Kano Municipal",20260000,"ACE-2",35744
407,1770,"JFPyJJ7irKh","Nuhu Bamalli Maternity Hospital","Kano","Kano Municipal",20260000,"ACE-2",4592
408,1839,"ldni2yzxkeF","Rano General Hospital","Kano","Rano",20260000,"ACE-2",3794
409,1843,"XsH3pb5MppK","Rijiyar Lemo Maternal Child Health","Kano","Fagge",20260000,"ACE-2",1246
410,1845,"dWH4Pf6d3E1","Rogo General Hospital","Kano","Rogo",20260000,"ACE-2",1976
411,1864,"gKQbBiMDnKy","Sheikh Mohammed Jidda General Hospital","Kano","Fagge",20260000,"ACE-2",6272
412,1889,"LCjPSP6NXnx","Sumaila General Hospital","Kano","Sumaila",20260000,"ACE-2",5555
413,1894,"PSbDeKmKCVe","Takai Comprehensive Health Centre","Kano","Takai",20260000,"ACE-2",7177
414,1897,"IwTrwdDosMz","Tiga General Hospital","Kano","Bebeji",20260000,"ACE-2",2639
415,1898,"pqhd2AjoRfc","Tofa Primary Health Centre","Kano","Tofa",20260000,"ACE-2",3111
416,1906,"WelDMwOKCUx","Tsanyawa Comprehensive Health Centre","Kano","Tsanyawa",20260000,"ACE-2",3416
417,1907,"jr0U0XTwpCo","Tudun Wada General Hospital","Kano","Tudun Wada",20260000,"ACE-2",7191
418,1923,"LYquSI9pG7Q","Unguwa Uku Maternal and Child Health Centre","Kano","Tarauni",20260000,"ACE-2",5076
419,1951,"tZy8wIM53xT","Waziri Shehu Gidado Hospital","Kano","Ungogo",20260000,"ACE-2",13995
420,1954,"iaFSfOCz1iJ","Wudil General Hospital","Kano","Wudil",20260000,"ACE-2",0
421,1965,"MryVbzxkYro","Zakirai Primary Health Centre","Kano","Gabasawa",20260000,"ACE-2",3013
422,1872,"Nr0rTv5UwPN","Sir Yahaya Mem. Hospital","Kebbi","Birnin Kebbi",20270000,"ACE-3",19333
423,1533,"bQRrBX1dImc","Federal Medical Centre","Kebbi","Birnin Kebbi",20270000,"ACE-3",19728
424,1540,"IiIYrVsq9rk","G.Hospital Yauri","Kebbi","Yauri",20270000,"ACE-3",25202
425,1541,"GBFvMIKcqNH","G.Hospital Koko/Besse","Kebbi","Koko/Besse",20270000,"ACE-3",11561
426,1542,"Ufkohku0hkU","G.Hospital Argungu","Kebbi","Argungu",20270000,"ACE-3",13121
427,1543,"mHOfmCd4X1a","G.Hospital Ngaski","Kebbi","Ngaski",20270000,"ACE-3",4469
428,1673,"hNUKXS8c50H","Jega","Kebbi","Jega",20270000,"ACE-3",13884
429,1678,"rSLoHKc0nGd","Kamba General Hospital","Kebbi","Dandi",20270000,"ACE-3",22078
430,1680,"sMllNyKolZf","Kaoje GH","Kebbi","Bagudo",20270000,"ACE-3",4370
431,1716,"gW4HoZwOJ9J","Zuru Martha Bamaiyi General Hospital","Kebbi","Zuru",20270000,"ACE-3",26055
432,1948,"zERoCg85K9p","Wasagu General Hospital","Kebbi","Danko/Wasagu",20270000,"ACE-3",20446
433,1972,"th3IMCg3lQ1","Birnin Kebbi KP OSS","Kebbi","Birnin Kebbi",20320000,"SFH-KP-CARE 2",23600
434,1873,"un3a9gnxQEb","Sobi Specialist Hospital","Kwara","Ilorin South",20280000,"ACE-4",10915
435,1875,"yg4o7R6rUaX","Specialist Hospital","Kwara","Offa",20280000,"ACE-4",10361
436,1392,"zxDfscRBIQc","Adewole Cottage","Kwara","Ilorin West",20280000,"ACE-4",4493
437,1405,"WmxTeqze4Wh","Aishat Memorial Hosp.","Kwara","Ilorin West",20280000,"ACE-4",2120
438,1469,"Odfkr0SdhLX","Children Specialist Hospital C Igboro","Kwara","Ilorin South",20280000,"ACE-4",5039
439,1470,"IxqO8NCc1Ob","Civil Services Hospitals","Kwara","Ilorin South",20280000,"ACE-4",5357
440,1515,"nOfLrqiF7BO","Erin Ile General Hospital","Kwara","Oyun",20280000,"ACE-4",4566
441,1554,"t0ulXCvDBCz","Gen. Hosp. Omu-Aran","Kwara","Irepodun",20280000,"ACE-4",10161
442,1560,"c25aNsYdMIH","General Hosp. Patigi","Kwara","Pategi",20280000,"ACE-4",2801
443,1567,"z55Ev0LmwRX","GH Lafiagi","Kwara","Edu",20280000,"ACE-4",3120
444,1655,"xw9ZidUeUnD","Ilorin General Hospital","Kwara","Ilorin West",20280000,"ACE-4",8332
445,1672,"UwB9W1eRxP7","Jebba State Specialist Hospital","Kwara","Moro",20280000,"ACE-4",2590
446,1677,"QT0xJgdAJm7","Kaiama General Hospital","Kwara","Kaiama",20280000,"ACE-4",3367
447,1795,"wI1GGGqAaTv","Okelele Health Centre","Kwara","Ilorin East",20280000,"ACE-4",852
448,1805,"dDqVRGSW06H","Olufadi Basic Health Center","Kwara","Ilorin South",20280000,"ACE-4",478
449,1851,"wPsILYNMF56","Sabo Oke Medical Centre","Kwara","Ilorin East",20280000,"ACE-4",1672
450,1869,"T7wzarlqHRl","Shonga Comprehensive Health Centre","Kwara","Edu",20280000,"ACE-4",5455
451,1891,"IMwORNA5Waz","Surulere Medical Centre","Kwara","Ilorin West",20280000,"ACE-4",1463
452,1896,"ubJhVteoYeS","Temitope Hospital","Kwara","Ilorin South",20280000,"ACE-4",1543
453,1915,"KHGqSLCG7rM","UITH","Kwara","Ilorin East",20280000,"ACE-4",10028
454,1879,"ddZRImcrhaO","St Raphael Divine Mercy Specialist Hospital","Lagos","Ikorodu",20300000,"ACE-6",1956
455,1399,"yoQfnOykofU","Agege KP One Stop Shop","Lagos","Agege",20310000,"HAN-KP-CARE 1",27672
456,1403,"my3FxDlRhzI","Ahamadiyya Muslim Hospital","Lagos","Apapa",20300000,"ACE-6",950
457,1406,"HOosZvIOTVg","Ajara Primary Health Centre","Lagos","Badagry",20300000,"ACE-6",2497
458,1407,"SEyGljwDspr","Ajeromi General Hospital","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",18880
459,1411,"J7FjUrPb2sL","Akere Primary Health Centre","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",1161
460,1412,"pHurIQKNsWD","Akerele Primary Health Centre","Lagos","Surulere",20300000,"ACE-6",2279
461,1422,"lzLciumbY6G","All Souls Hospital","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",316
462,1426,"QynRyL8KjTi","Amukoko Primary Health Centre","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",1455
463,1431,"Pz2IHYq2xsD","Apa Primary Health Centre","Lagos","Badagry",20300000,"ACE-6",351
464,1432,"bPHCezfUwaP","Apapa General Hospital","Lagos","Apapa",20300000,"ACE-6",6143
465,1440,"UzCw35LZV95","Badagry General Hospital","Lagos","Badagry",20300000,"ACE-6",14506
466,1441,"WyCV2IF8nVP","Badagry KP OSS- Virtual","Lagos","Badagry",20310000,"HAN-KP-CARE 1",10319
467,1445,"JOqyhnhH3M4","Baruwa Primary Health Centre","Lagos","Surulere",20300000,"ACE-6",375
468,1472,"oi20uK7Rp5J","Coker Aguda Primary Health Centre","Lagos","Surulere",20300000,"ACE-6",1029
469,1485,"WXKBjZojExZ","DEETAB Hospital","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",553
470,1491,"vigmnQGxoz4","Dunia Hospital","Lagos","Agege",20300000,"ACE-6",536
471,1499,"uaMxMXAlb8k","Ejire Primary Health Centre","Lagos","Surulere",20300000,"ACE-6",1260
472,1531,"PoaLWGah1Ft","Faleti Medical Centre","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",615
473,1551,"rp69pX7NNl2","Gbagada General Hospital","Lagos","Kosofe",20300000,"ACE-6",6604
474,1564,"MtfuMezMAiA","General Hospital Ijede","Lagos","Ikorodu",20300000,"ACE-6",3874
475,1565,"diPCa9GUMaJ","General Hospital Ikorodu","Lagos","Ikorodu",20300000,"ACE-6",16387
476,1581,"zvv5uWH8hNf","Harvey Road Comprehensive Health Centre","Lagos","Lagos Mainland",20300000,"ACE-6",2237
477,1589,"godWz2Ow5k3","Ibafon Primary Health Centre","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",236
478,1604,"Nid1f3KACfp","Iga Idugaran Primary Health Centre","Lagos","Lagos Island",20300000,"ACE-6",701
479,1609,"TzhekAB5jNB","Ijanikin Primary Health Centre","Lagos","Ojo",20300000,"ACE-6",2367
480,1610,"cgvllBRlUt6","Ijora Primary Health Centre","Lagos","Apapa",20300000,"ACE-6",810
481,1615,"AKu9vYBZN3w","Ikorodu KP OSS","Lagos","Ikorodu",20310000,"HAN-KP-CARE 1",17765
482,1653,"wr9qVe5a1vQ","Ilado PHC","Lagos","Badagry",20300000,"ACE-6",420
483,1697,"zyxDXEYBxqA","Lagos General Hospital","Lagos","Lagos Island",20300000,"ACE-6",14202
484,1698,"blh4REHlv0u","Lagos Island OSS- Virtual","Lagos","Lagos Island",20310000,"HAN-KP-CARE 1",34466
485,1699,"ixltW74M2ch","Lagos Island Maternity Hospital","Lagos","Lagos Island",20300000,"ACE-6",1860
486,1700,"kzjkCk8UnGR","Lagos State Mainland Hospital","Lagos","Lagos Mainland",20300000,"ACE-6",14267
487,1703,"K7lUFNe9aXC","Layeni Primary Health Centre","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",1346
488,1706,"DpZOtdkfW60","Ketu Primary Health Centre","Lagos","Kosofe",20300000,"ACE-6",6521
489,1720,"Zuz01IzErgM","Massey Street Children's Hospital","Lagos","Lagos Island",20300000,"ACE-6",6865
490,1721,"vZZ0OU8Skl0","MAYFAIR Medical Centre","Lagos","Agege",20300000,"ACE-6",599
491,1746,"A4hw6FQpJfX","Mobonike Hospital","Lagos","Agege",20300000,"ACE-6",1555
492,1759,"YYKhk7qR2W3","Nigerian Institute of Medical Research (NIMR)","Lagos","Lagos Mainland",20300000,"ACE-6",0
493,1787,"Y5ReWuj8W1M","Odunbaku Primary Health Centre","Lagos","Agege",20300000,"ACE-6",2457
494,1793,"hJnEYRxvSz2","Ojo KP OSS","Lagos","Ojo",20310000,"HAN-KP-CARE 1",14277
495,1794,"YE1lCEtYmen","Ojo Primary Health Centre","Lagos","Ojo",20300000,"ACE-6",9404
496,1804,"wh1fufa69db","Olojowon Primary Health Centre","Lagos","Apapa",20300000,"ACE-6",835
497,1807,"rbNoobbUgpn","Onikan Health Centre","Lagos","Lagos Island",20300000,"ACE-6",2445
498,1811,"XxYNIkLVpEa","Orile Agege General Hospital","Lagos","Agege",20300000,"ACE-6",9178
499,1823,"jYwlPVWe1Of","Oyem's Hospital","Lagos","Ojo",20300000,"ACE-6",1248
500,1833,"NhvF5diSS13","Powerline Primary Health Centre","Lagos","Agege",20300000,"ACE-6",514
501,1836,"wzSzRiZrZTF","Promise Medical Centre","Lagos","Agege",20300000,"ACE-6",1555
502,1838,"J3Rct6AHcSm","Randle General Hospital","Lagos","Surulere",20300000,"ACE-6",8170
503,1841,"FMV3Cu3WZmN","RCCG-RedeemAid Programme Action Committee CSO (Lagos)","Lagos","Lagos Mainland",20300000,"ACE-6",1233
504,1855,"gXNwPNpiX7D","Sacred Heart Clinic","Lagos","Apapa",20300000,"ACE-6",337
505,1857,"EnyrCHOxsJ3","Sango Primary Health Centre","Lagos","Agege",20300000,"ACE-6",11811
506,1862,"aGuDfDDP3kA","Seme Primary Health Centre","Lagos","Badagry",20300000,"ACE-6",635
507,1868,"O7WFDibihvb","Shomolu GH","Lagos","Shomolu",20300000,"ACE-6",5879
508,1870,"PeH3XKs9FBu","Simpson Primary Health Centre","Lagos","Lagos Mainland",20300000,"ACE-6",2688
509,1885,"llIuPTntSEw","St. Milla Hospital","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",368
510,1890,"s3DOqj9T8aD","Sura Primary Health Centre","Lagos","Lagos Island",20300000,"ACE-6",977
511,1899,"be2XWFgdUFW","Tolu Primary Health Centre","Lagos","Ajeromi/Ifelodun",20300000,"ACE-6",1489
512,1924,"bJl8BHYrNFG","Unita Hospital","Lagos","Agege",20300000,"ACE-6",994
513,1398,"XgAwGBrGbeg","Agaie General Hospital","Niger","Agaie",20280000,"ACE-4",1291
514,1418,"uMEtGqxOKrJ","Al-Azeez Medical Centre Kontagora","Niger","Kontagora",20280000,"ACE-4",489
515,1424,"oUA45oloVUN","Aminu Isah Kontagora General Hospital Bangi","Niger","Mariga",20280000,"ACE-4",529
516,1448,"mFpf0FXTHzL","BASIC HEALTH BEJI","Niger","Bosso",20280000,"ACE-4",883
517,1468,"HwtnV8T9Ez0","CHC ZUNGERU","Niger","Wushishi",20280000,"ACE-4",1535
518,1537,"sxh43Q2fp9k","FMC BIDA","Niger","Bida",20280000,"ACE-4",6070
519,1539,"W253OQ4f8sy","G. HOSP MOKWA","Niger","Mokwa",20280000,"ACE-4",4162
520,1555,"r0EtZzrlrYb","GEN.HOSP BIDA","Niger","Bida",20280000,"ACE-4",6602
521,1556,"PLrNBrw12w4","GEN.HOSP. Bussa-New","Niger","Borgu",20280000,"ACE-4",4505
522,1557,"qadjYTdccOC","GEN.HOSPITAL Chanchaga","Niger","Chanchaga",20280000,"ACE-4",10520
523,1558,"IftOhYkOxD2","GENERAL HOSP KUTIGI KUTIGI","Niger","Lavun",20280000,"ACE-4",1406
524,1559,"MviB6BlDITF","GENERAL HOSP SULEJA","Niger","Suleja",20280000,"ACE-4",13120
525,1562,"D22YzjCtgyM","GENERAL HOSPITAL  T MAGAJIYA","Niger","Rijau",20280000,"ACE-4",1409
526,1570,"yxClkk4SCzL","GNERAL HOSP- KAGARA","Niger","Rafi",20280000,"ACE-4",2571
527,1591,"aGpasZzMXCH","IBB SPECIALIZES HOSP","Niger","Chanchaga",20280000,"ACE-4",4459
528,1693,"Znb4nTT8QvI","Kontagora General Hospital","Niger","Kontagora",20280000,"ACE-4",8292
529,1707,"nI66rtJTsr9","LUCAS HOPSITAL","Niger","Suleja",20280000,"ACE-4",154
530,1708,"oenKdeklMdy","MADALLA MEMDICAL CENTRE","Niger","Suleja",20280000,"ACE-4",156
531,1733,"boIwPPchmTK","MCH GULU","Niger","Lapai",20280000,"ACE-4",367
532,1740,"wZTPrbae9ie","Minna OSS","Niger","Chanchaga",20310000,"HAN-KP-CARE 1",25317
533,1803,"tCyeaSytxmN","OLD AIRPORT CLINIC","Niger","Chanchaga",20280000,"ACE-4",1115
534,1828,"IPmL9mwpO8p","PHC BOSSO SEC.","Niger","Bosso",20280000,"ACE-4",727
535,1846,"TBmwZ9LSHfO","RURAL HOSP","Niger","Shiroro",20280000,"ACE-4",3041
536,1847,"bK531CImu0U","RURAL HOSP- AUNA","Niger","Magama",20280000,"ACE-4",313
537,1848,"a8QWl1dG6L0","RURAL HOSP WUSHISHI","Niger","Wushishi",20280000,"ACE-4",362
538,1849,"AhMWg4BfCR3","RURAL HOSPITAL LAPAI","Niger","Lapai",20280000,"ACE-4",2627
539,1850,"J9ESFJXtePB","RURAL HOSPITAL S PAWA","Niger","Muya",20280000,"ACE-4",394
540,1852,"iFnNa3eXIu7","SABON WUSE GEN. HOSP","Niger","Tafa",20280000,"ACE-4",8311
541,1861,"IhmTYwfsajE","SAVANAH HOSPITAL","Niger","Chanchaga",20280000,"ACE-4",681
542,1863,"A2O8vKakKks","SHEHU SHAGARI GENERAL HOSPITAL NASKO","Niger","Magama",20280000,"ACE-4",861
543,1886,"AhmA0wHmVE1","STANDARD HOSPITAL","Niger","Chanchaga",20280000,"ACE-4",1998
544,1892,"riRU6FlJVVR","SUZAN HOPSITAL","Niger","Suleja",20280000,"ACE-4",335
545,1902,"nnilM3jDaXI","TOWN CLINIC","Niger","Suleja",20280000,"ACE-4",132
546,1950,"NnWGTRUw6lG","WAWA BHC","Niger","Borgu",20280000,"ACE-4",518
547,1876,"AFtz58N0L6c","Specialist Hospital- Sokoto","Sokoto","Sokoto South",20270000,"ACE-3",30639
548,1561,"y9g73y2KvTz","General Hospital  Dogon Daji","Sokoto","Tambuwal",20270000,"ACE-3",11776
549,1563,"l9SjuTi1FWG","General Hospital Tambuwal","Sokoto","Tambuwal",20270000,"ACE-3",6708
550,1586,"LL6jopCDukP","Holy Family Clinic","Sokoto","Sokoto North",20270000,"ACE-3",1312
551,1654,"wLVsKQeLovq","Ilela General Hospital","Sokoto","Illela",20270000,"ACE-3",4072
552,1661,"WggMENECm56","Isa General Hospital","Sokoto","Isa",20270000,"ACE-3",1270
553,1690,"t0jgNrpHrZk","Kofar Rini Primary Health Centre","Sokoto","Sokoto North",20270000,"ACE-3",3991
554,1719,"sCJI7AumkSI","Maryam Abacha Women & Children Hospital","Sokoto","Sokoto South",20270000,"ACE-3",6005
555,1837,"X4essdlWla1","Rabah General Hospital","Sokoto","Rabah",20270000,"ACE-3",3210
556,1860,"f7pc95EBAq1","Sanyinna Primary Health Centre","Sokoto","Tambuwal",20270000,"ACE-3",947
557,1938,"QyGta1aWcQl","Usman DanFodio University Teaching Hosp","Sokoto","Wamako",20270000,"ACE-3",7018
558,1953,"oXvC0skZyEv","Women and Children Welfare Clinic","Sokoto","Sokoto North",20270000,"ACE-3",1626
559,1956,"VdCGl06sMSO","Wurno General Hospital","Sokoto","Wurno",20270000,"ACE-3",5137
560,1970,"R3rzxyzlNgM","Sokoto KP OSS","Sokoto","Sokoto North",20320000,"SFH-KP-CARE 2",16167
561,1995,"q1D4GdFPtqJ","Christian Reformed Church in Nigeria CRCN Hospital Wukari","Taraba","Wukari",20330000,"TMEC - RISE",1785
562,1996,"Aocjg00w77E","Federal Medical Centre Jalingo","Taraba","Jalingo",20330000,"TMEC - RISE",7751
563,1997,"DVlcYRf680L","First Referral Hospital Baissa","Taraba","Kumi",20330000,"TMEC - RISE",2326
564,1998,"wSzsuzrAmU1","First Referal Hospital Donga","Taraba","Donga",20330000,"TMEC - RISE",6168
565,1999,"dlzwTad81iz","First Referral Hospital Lau","Taraba","Lau",20330000,"TMEC - RISE",955
566,2000,"KGNkYub5Oxq","First Referral Hospital Mutum Biyu","Taraba","Gassol",20330000,"TMEC - RISE",9673
567,2001,"IvofjQjgSeE","First Referral Hospital Sunkani","Taraba","Ardo Kola",20330000,"TMEC - RISE",2850
568,2002,"JPBcTpp6XUu","Abubakar Barde First Referral Hospital","Taraba","Yorro",20330000,"TMEC - RISE",944
569,2003,"zZXDNWVezMV","First Referral Hospital Serti","Taraba","Gashaka",20330000,"TMEC - RISE",1956
570,2004,"DgTi7GSbUAE","First Referral Hospital Ibi","Taraba","Ibi",20330000,"TMEC - RISE",2535
571,2005,"wr9dSNAmnWp","GECHAAN Lifeline Center","Taraba","Sardauna",20330000,"TMEC - RISE",4749
572,2006,"KTsdxBrj1K8","General Hospital Bali","Taraba","Bali",20330000,"TMEC - RISE",5294
573,2007,"kwnTWvSacEg","General Hospital Bambur","Taraba","Karim Lamido",20330000,"TMEC - RISE",1618
574,2008,"FLdJ1UojpI5","General Hospital Gembu","Taraba","Sardauna",20330000,"TMEC - RISE",2081
575,2009,"YFOBz4PMuNV","Haruna Tsokwa Memorial General Hospital","Taraba","Takum",20330000,"TMEC - RISE",4531
576,2010,"JqquBCRr5Ie","General Hospital Warwar","Taraba","Sardauna",20330000,"TMEC - RISE",1182
577,2011,"M0b885TVP1Q","General Hospital Zing","Taraba","Zing",20330000,"TMEC - RISE",5123
578,2012,"B0V6x5le9Tj","General Hospital Wukari","Taraba","Wukari",20330000,"TMEC - RISE",9954
579,2013,"iWJPpf18IyU","Government House Clinic","Taraba","Jalingo",20330000,"TMEC - RISE",4283
580,2014,"GHUokYisiZe","Jinya Medical Centre","Taraba","Jalingo",20330000,"TMEC - RISE",2513
581,2015,"Uyo9Hpc3vql","Kwararrafa Hospital","Taraba","Wukari",20330000,"TMEC - RISE",955
582,2016,"sP8QEwb0SXo","Mambilla Baptist Hospital","Taraba","Sardauna",20330000,"TMEC - RISE",1729
583,2017,"rmGHrOrVW9r","Rapha Hospital","Taraba","Takum",20330000,"TMEC - RISE",2985
584,2018,"qaVq74gMDhs","Sancta Maria Clinic Bali","Taraba","Bali",20330000,"TMEC - RISE",1338
585,2019,"wRBooaCoKz6","St. Monica’s Health Centre Yakoko","Taraba","Zing",20330000,"TMEC - RISE",356
586,2020,"C8zbhPQNbPk","Sun Shine Clinic Baissa","Taraba","Kumi",20330000,"TMEC - RISE",746
587,2021,"FWEjuDChsDH","Taraba Specialist Hospital Jalingo.","Taraba","Jalingo",20330000,"TMEC - RISE",6677
588,2022,"RFVNndb3OKN","United Methodist Church of Nigeria UMCN Hospital","Taraba","Zing",20330000,"TMEC - RISE",2439
589,2023,"wC0drfSNmV4","Ummah Clinic","Taraba","Jalingo",20330000,"TMEC - RISE",1127
590,1535,"OQYeCajbh5G","Fika General Hospital","Yobe","Fika",20250000,"ACE-1",415
591,1547,"VUQpWeYseot","Gashua General Hospital","Yobe","Bade",20250000,"ACE-1",1918
592,1553,"JcYmXdOSndf","Geidam General Hospital","Yobe","Geidam",20250000,"ACE-1",1433
593,1669,"nX6ReqpEjKZ","Jakusko General Hospital","Yobe","Jakusko",20250000,"ACE-1",332
594,1757,"LN72HGCti4v","Nguru Federal Medical Centre","Yobe","Nguru",20250000,"ACE-1",3641
595,1832,"z6APuLTiHAX","Potiskum General Hospital","Yobe","Potiskum",20250000,"ACE-1",7694
596,1858,"sBzJ4tnvCMD","Sani Abacha Specialist Hospital","Yobe","Damaturu",20250000,"ACE-1",4974
597,1430,"CLV2IpJqFN9","Anka General Hospital","Zamfara","Anka",20270000,"ACE-3",2356
598,1462,"FNp2uKYIpZa","Bungudu General Hospital","Zamfara","Bungudu",20270000,"ACE-3",2071
599,1573,"MG3peZmxoZ4","Gummi General Hospital","Zamfara","Gummi",20270000,"ACE-3",8220
600,1574,"ZrXopbQTVQk","Gusau FMC","Zamfara","Gusau",20270000,"ACE-3",16133
601,1575,"JE1UGqhTRRi","Gusau Gen Hosp","Zamfara","Gusau",20270000,"ACE-3",3137
602,1685,"klmH3rufFzM","Kaura Namoda General Hospital","Zamfara","Kaura Namoda",20270000,"ACE-3",2908
603,1688,"HBed8BbOFGL","King Fahad WCWC","Zamfara","Gusau",20270000,"ACE-3",2832
604,1709,"gAyhPRmy7qA","Magami PHC","Zamfara","Gusau",20270000,"ACE-3",2057
605,1717,"nSKjtT6Gluq","Maru General Hospital","Zamfara","Maru",20270000,"ACE-3",1722
606,1866,"eaFdjHVt2JA","Shinkafi Gen Hosp","Zamfara","Shinkafi",20270000,"ACE-3",1225
607,1895,"x28h6GM4JaJ","Talata Mafara General Hospital","Zamfara","Talata Mafara",20270000,"ACE-3",7399
608,1905,"QZtaXaScocF","Tsafe General Hosp","Zamfara","Tsafe",20270000,"ACE-3",6112
609,1961,"wqwVSiQtdPr","Yerima Bakura Specialist Hospital","Zamfara","Gusau",20270000,"ACE-3",7873
610,1971,"fVcjpsyeO4q","Gusau KP OSS","Zamfara","Gusau",20320000,"SFH-KP-CARE 2",19269
611,1829,"GxSUmojRHpC","Minna Maternal and Child Health Tunga","Niger","Chanchaga",20280000,"ACE-4",1029
612,2025,"cYdxH1tF7Di","Maiduguri KP OSS","Borno","Maiduguri",20320000,"SFH-KP-CARE 2",20866
613,1588,"Gm09bC53qeR","Iba Primary Health Centre","Lagos","Ojo",20300000,"ACE-6",1346
614,2026,"rAiIIiFFqMN","Damaturu KP One Stop Shop- Virtual","Yobe","Damaturu",20310000,"HAN-KP-CARE 1",4434
615,1734,"svjTbtRNldx","Kaffin Koro General Hospital","Niger","Paikoro",20280000,"ACE-4",350
617,1732,"NcHykmnJlCo","Family Medicine Practice Centre Gawubabangida","Niger","Gurara",20280000,"ACE-4",2857
618,1438,"e2ghLPzhRsA","Azare General Hospital","Bauchi","Katagum",20260000,"ACE-2",2928
619,2029,"cADlYnc1OXj","Edo State One Stop Shop (OSS) - Benin","Edo","Oredo",20310000,"HAN-KP-CARE 1",4436
620,2030,"cmkm8UQpvWk","Taraba KP OSS","Taraba","Jalingo",20320000,"SFH-KP-CARE 2",12778
621,2027,"f0J277xHATh","Kano State One Stop Shop (OSS)","Kano","Nasarawa",20320000,"SFH-KP-CARE 2",12700
